"country","iso3c","date","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D3.13.CLMT","SPI.D3.NA","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI","income","region","weights","population"
"Egypt, Arab Rep.","EGY","2021","80","77.9333333333333","83.89375","71.3583333333333","70","76.6370833333333","0.8","1","0.338","1","0.821666666666667","0.919","0.7835","0.706","0.833333333333333","0.666","1","0.355","1","0.7","0","1","0","1","1","1","1","0.033","0.933","0.271","0.45","0","0.338","1","1","0.7","0.88","1","0.6","0.75","0.889","0.875","1","0.75","1","1","0.9","0.6","0.812","0.667",,"1","0.5","1","1","0","1","1","0.33","1","0.355","1","0.5","0.5","1","0.5","1","1","0","0.5","1","1","0","Lower middle income","Middle East, North Africa, Afghanistan & Pakistan","1","110957008"
"United Arab Emirates","ARE","2021","90","78.6333333333333","71.175","60.025","80","75.9666666666667","0.9","0.5","0.859","1","0.620333333333333","0.822166666666667","0.7225","0.644","0.5","0.534","1","0.367","1","0.8","1","0.5","1","1","1","1","0.5","1","0.967","0.762","0.729","0.836","0.859","1","0.857","0.4","0.84","0.6","0.4","0.625","0.833","0.625","0.8","0.875","0.8","1","0.778","0.6","0.688","0.667",,"0.5","0","1","0.67","1","1","0","0","1","0.367","1","0.5","0","1","0.5","1","1","1","1","1","1","1","High income","Middle East, North Africa, Afghanistan & Pakistan","1","9575152"
"Peru","PER","2021","90","86.3333333333333","90.925","66.725","45","75.7966666666667","0.9","1","0.59","1","0.943333333333333","0.899","0.778","0.969","1","1","0.5","0.169","0","0.45","-99","1","1","1","1","0.5","1","0.9","0.917","0.571","0.467","0.095","0.59","1","1","0.9","0.96","1","0.8","1","0.944","0.875","0.9","0.875","0.8","1","0.889","1","0.938","0.667",,"1","1","1","1","1","1","1","1","0.5","0.169","0","1","0","1","0","0","1","0.5","0","1","0",,"Upper middle income","Latin America & Caribbean","1","33155882"
"Mauritius","MUS","2021","70","86.6666666666667","80.9375","68.125","70","75.1458333333333","0.7","1","0.6","1","0.7575","0.866666666666667","0.8335","0.769","1","0.598","1","0.127","1","0.7","1","0.5","1","0","1","1","1","0.802","0.726","0.46","0.548","0.467","0.6","1","1","0.8","0.92","0.8","0.4","0.625","1","0.875","0.9","0.625","0.8","1","1","0.6","0.938","0.667",,"1","1","1","1","0.33","1","0.33","0.33","1","0.127","1","1","0","1","0.5","1","1","1","0.5","1","0","1","Upper middle income","Sub-Saharan Africa","1","1266334"
"Malaysia","MYS","2021","80","84.2666666666667","85.08125","69.4833333333333","55","74.76625","0.8","1","0.528","1","0.846166666666667","0.899","0.8335","0.7375","0.833333333333333","0.6","1","0.346","1","0.55","-99","1","1","0","1","1","1","0.883","0.886","0.386","0.467","0.017","0.528","1","0.857","0.9","0.92","1","0.4","1","0.944","0.875","0.9","0.875","0.8","1","1","0.6","0.875","0.667",,"1","0.5","1","1","0","1","0.33","0.67","1","0.346","1","1","0.5","1","0","1","1","0","0","1","0",,"Upper middle income","East Asia & Pacific","1","34282399"
"Tunisia","TUN","2021","90","87.2666666666667","82.75","63.6333333333333","50","74.73","0.9","1","0.618","1","0.8085","0.874","0.6665","0.906","0.833333333333333","0.534","1","0.178","0","0.5","1","0.5","1","1","1","1","1","0.59","0.933","0.59","0.507","0.467","0.618","1","0.571","1","0.88","0.8","0.6","1","0.944","0.75","1","0.75","0.8","1","1","1","0.812","0.333",,"1","0.5","1","0.67","0","1","0.67","0.33","1","0.178","0","0.5","0","1","0.5","1","1","0","0","1","0","1","Lower middle income","Middle East, North Africa, Afghanistan & Pakistan","1","12048622"
"El Salvador","SLV","2021","90","79.3333333333333","78.2875","54.4666666666667","70","74.4175","0.9","1","0.38","1","0.782333333333333","0.865666666666667","0.45","0.869","0.666666666666667","0.398","1","0.114","0","0.7","0","1","1","1","1","0.5","1","0.402","0.75","0.3","0.448","0","0.38","1","0.714","0.7","0.88","0.8","0.6","1","0.944","0.875","0.9","0.875","0.6","1","0.9","0.8","0.938","0",,"0.5","0.5","1","1","0","0.33","0.33","0.33","1","0.114","0","1","1","1","0","1","1","1","0","1","0","0","Upper middle income","Latin America & Caribbean","1","6255782"
"Guatemala","GTM","2021","80","62","85.8625","72.3083333333333","70","74.0341666666667","0.8","0.5","0.36","1","0.782333333333333","0.939833333333333","0.8335","0.869","0.833333333333333","0.734","1","0.325","0","0.7","0","0","1","1","1","1","0.5","0.486","0.676","0.257","0.379","0","0.36","1","0.714","0.7","0.88","0.8","0.6","1","0.889","0.875","1","0.875","1","1","1","0.8","0.938","0.667",,"1","0.5","1","0.67","1","1","0.33","0.67","1","0.325","0","1","1","1","0","1","1","0","1","1","0","0","Upper middle income","Latin America & Caribbean","1","17598650"
"Azerbaijan","AZE","2021","80","68.1","82.54375","64.375","70","73.00375","0.8","0.5","0.543","1","0.815666666666667","0.834666666666667","0.7835","0.869","1","0.332","1","0.243","1","0.7","-99","0","1","1","1","1","0.5","0.919","0.795","0.417","0.583","0","0.543","1","0.714","0.7","0.88","1","0.6","1","0.833","0.75","1","0.625","0.8","1","0.9","0.8","0.938","0.667",,"1","1","1","1","0","0.33","0","0.33","1","0.243","1","0.5","1","1","0","1","1","0.5","0","1","1",,"Upper middle income","Europe & Central Asia","1","10137750"
"Uganda","UGA","2021","100","66.6333333333333","81.55","44.2833333333333","70","72.4933333333333","1","0.5","0.499","1","0.776666666666667","0.882333333333333","0.778","0.769","0.833333333333333","0.866","0","0.072","1","0.7","0","1","1","1","1","1","0.5","0.502","0.9","0.493","0.507","0.09","0.499","1","1","0.7","0.76","0.6","0.6","1","0.944","0.875","0.6","0.875","1","1","0.889","0.6","0.938","0.667",,"1","0.5","1","1","1","1","1","0.33","0","0.072","1","1","0.5","0.5","0.5","1","1","0.5","1","1","0","0","Low income","Sub-Saharan Africa","1","45910930"
"Zimbabwe","ZWE","2021","100","66.6666666666667","87.9625","47.6916666666667","60","72.4641666666667","1","0.5","0.5","1","0.916666666666667","0.878166666666667","0.7835","0.869","0.666666666666667","1","0","0.241","1","0.6","0","1","1","1","1","1","0.5","0.379","0.867","0.41","0.467","0.379","0.5","1","1","0.9","0.8","1","0.8","1","0.944","0.875","0.7","0.75","1","1","0.9","0.8","0.938","0.667",,"1","0","1","1","1","1","1","1","0","0.241","1","1","0.5","0.5","0.5","1","1","0","0.5","1","0","0","Lower middle income","Sub-Saharan Africa","1","15797210"
"Saudi Arabia","SAU","2021","70","81.3666666666667","71.5875","73.5583333333333","65","72.3025","0.7","1","0.441","1","0.5965","0.843","0.6335","0.775","0.833333333333333","0.868","1","0.241","1","0.65","1","0","1","1","0.5","1","1","0.843","0.567","0.314","0.483","0","0.441","1","0.714","0.4","0.84","0.6","0.4","0.625","0.833","0.75","0.8","0.875","0.8","1","0.6","0.8","0.75","0.667",,"0.5","1","1","0.67","1","1","0.67","1","1","0.241","1","1","0","1","0.5","1","0","1","1","0","1","1","High income","Middle East, North Africa, Afghanistan & Pakistan","1","30784383"
"Panama","PAN","2021","80","65.9333333333333","87.35","69.8583333333333","55","71.6283333333333","0.8","0.5","0.478","1","0.865833333333333","0.9065","0.8335","0.8375","0.833333333333333","0.666","1","0.295","1","0.55","0","1","1","0","1","1","0.5","0.59","0.755","0.214","0.771","0.057","0.478","1","1","0.8","0.92","1","0.6","0.875","0.889","0.875","0.8","0.875","1","1","1","0.8","0.875","0.667",,"0.5","1","1","1","0","1","0.33","1","1","0.295","1","0.5","1","0.5","0.5","1","1","0","0","1","0","0","High income","Latin America & Caribbean","1","4345405"
"Jamaica","JAM","2021","100","73.4333333333333","77.7625","64.9333333333333","40","71.2258333333333","1","0.5","0.703","1","0.700666666666667","0.8055","0.8335","0.869","0.833333333333333","0.532","1","0.232","0","0.4","0","1","1","1","1","1","0.5","0.648","0.943","0.617","0.483","0.824","0.703","1","0.714","0.5","0.84","0.8","0.6","0.75","0.833","0.875","0.7","0.625","0.8","1","1","0.8","0.938","0.667",,"1","0.5","1","1","0","1","0.33","0.33","1","0.232","0","0.5","0","0.5","0","1","1","0","0","1","0","0","Upper middle income","Latin America & Caribbean","1","2837682"
"Uzbekistan","UZB","2021","70","74.0666666666667","78.7","57.5083333333333","75","71.055","0.7","0.5","0.722","1","0.725666666666667","0.8555","0.7835","0.769","0.333333333333333","0.6","1","0.367","1","0.75","1","0","1","1","1","0.5","0.5","0.926","1","0.443","0.336","0.905","0.722","1","0.714","0.8","0.84","0.8","0.2","1","0.833","0.75","1","0.75","0.8","1","0.9","0.6","0.938","0.667",,"0","0","1","1","0.33","0.67","0","1","1","0.367","1","0.5","1","1","0.5","1","1","0.5","1","1","0","1","Lower middle income","Europe & Central Asia","1","34243696"
"Bosnia and Herzegovina","BIH","2021","70","62.7333333333333","77.45","64.1166666666667","80","70.86","0.7","0.5","0.382","1","0.7285","0.825","0.6665","0.869","0.666666666666667","0.6","1","0.298","1","0.8","1","0","1","1","0.5","1","0.5","0.243","0.638","0.35","0.681","0","0.382","1","0.571","0.6","0.8","0.8","0.6","1","0.667","0.875","0.933","0.875","0.8","0.8","1","0.8","0.938","0.333",,"1","0","1","0.67","0","1","0.33","1","1","0.298","1","0.5","1","1","1","1","1","1","0.5","1","0","1","Upper middle income","Europe & Central Asia","1","3244907"
"Dominican Republic","DOM","2021","86.6","70.3333333333333","77.13125","44.3833333333333","75","70.6895833333333","0.866","0.5","0.61","1","0.784833333333333","0.815666666666667","0.5","0.869","0.833333333333333","0.734","0","0.208","0","0.75","0","1","1","0.33","1","1","0.5","0.933","0.967","0.321","0.81","0.017","0.61","1","0.714","0.6","0.92","0.8","0.8","0.875","0.944","0.875","0.6","0.875","0.6","1","1","0.8","0.938","0",,"0.5","1","1","1","0","1","1","0.67","0","0.208","0","1","1","1","0.5","1","1","1","0","1","0","0","Upper middle income","Latin America & Caribbean","1","11123476"
"Burkina Faso","BFA","2021","100","69.0333333333333","81.45625","41.6583333333333","60","70.4295833333333","1","0.5","0.571","1","0.849166666666667","0.840666666666667","0.778","0.669","0.833333333333333","0.466","0","0.367","0","0.6","-99","1","1","1","1","1","0.5","0.693","0.867","0.586","0.433","0.279","0.571","1","1","0.9","0.72","1","0.6","0.875","0.944","0.875","0.6","0.625","1","1","0.889","0.4","0.938","0.667",,"1","0.5","1","1","0","0.33","1","0","0","0.367","0","1","0.5","1","0.5","1","1","0","0","1","0",,"Low income","Sub-Saharan Africa","1","21995243"
"Rwanda","RWA","2021","90","73.6333333333333","79.50625","47.8416666666667","60","70.19625","0.9","0.5","0.709","1","0.798166666666667","0.865666666666667","0.5","0.869","0.666666666666667","0.934","0","0.313","1","0.6","-99","0.5","1","1","1","1","0.5","0.664","0.967","0.512","0.469","0.933","0.709","1","0.429","0.8","0.76","1","0.8","1","0.944","0.875","0.9","0.875","0.6","1","1","0.8","0.938","0",,"1","0","1","0.67","1","1","1","1","0","0.313","1","1","0.5","1","0.5","1","1","0","0","1","0",,"Low income","Sub-Saharan Africa","1","13355260"
"Paraguay","PRY","2021","70","61.5666666666667","87.74375","55.9333333333333","75","70.04875","0.7","0.5","0.347","1","0.806666666666667","0.949","0.7835","0.969","0.833333333333333","0.6","0.5","0.304","0","0.75","0","1","0","1","1","0.5","0.5","0.19","0.876","0.167","0.5","0","0.347","1","1","0.6","0.84","0.8","0.6","1","0.944","0.875","1","0.875","1","1","0.9","1","0.938","0.667",,"1","0.5","1","1","0","1","0.33","0.67","0.5","0.304","0","1","0.5","1","0.5","1","1","1","0.5","1","0","0","Upper middle income","Latin America & Caribbean","1","6684182"
"Morocco","MAR","2021","60","90.6","85.91875","68.2833333333333","45","69.9604166666667","0.6","1","0.718","1","0.872333333333333","0.8365","0.778","0.969","0.833333333333333","0.534","1","0.364","0","0.45","1","0","0","1","1","1","1","0.631","1","0.557","0.5","0.9","0.718","1","0.714","1","0.92","1","0.6","1","0.944","0.625","0.7","0.75","1","1","0.889","1","0.938","0.667",,"1","1","0.5","0.67","0","1","0","1","1","0.364","0","1","0","0.5","0","1","1","0","0","1","0","1","Lower middle income","Middle East, North Africa, Afghanistan & Pakistan","1","36954442"
"Bangladesh","BGD","2021","90","60.8","85.83125","57.85","55","69.89625","0.9","0.5","0.324","1","0.855666666666667","0.899","0.7335","0.869","1","0.666","0.5","0.148","0","0.55","1","0.5","1","1","1","1","0.5","0","0.9","0.19","0.531","0","0.324","1","0.714","0.9","0.72","1","0.8","1","0.944","0.875","0.7","0.875","1","1","0.8","0.8","0.938","0.667",,"1","1","1","0.33","0.67","1","1","0.33","0.5","0.148","0","0.5","0","1","0","1","1","0","1","1","0","1","Lower middle income","South Asia","1","167658854"
"Togo","TGO","2021","100","61.7","87.05","40.0833333333333","60","69.7666666666667","1","0.5","0.351","1","0.9195","0.878166666666667","0.8335","0.7375","0.833333333333333","0.466","0","0.304","1","0.6","0","1","1","1","1","1","0.5","0.262","0.738","0.386","0.369","0","0.351","1","0.857","0.9","0.76","1","1","1","0.944","0.875","0.7","0.75","1","1","1","0.6","0.875","0.667",,"0.5","1","1","1","0.33","0.33","0.67","0","0","0.304","1","1","0.5","1","0.5","1","1","0","0","1","0","0","Low income","Sub-Saharan Africa","1","8878379"
"Niger","NER","2021","100","59.9333333333333","84.83125","37.175","60","68.3879166666667","1","0.5","0.298","1","0.8625","0.853166666666667","0.8335","0.806","0.5","0.734","0","0.253","1","0.6","0","1","1","1","1","1","0.5","0.017","0.867","0.174","0.433","0","0.298","1","1","0.9","0.8","1","0.6","0.875","0.944","0.75","0.8","0.625","1","1","1","0.8","0.812","0.667",,"1","0.5","0","1","0.67","0.67","1","0.33","0","0.253","1","1","0.5","0.5","0.5","1","1","0","0.5","1","0","0","Low income","Sub-Saharan Africa","1","24502140"
"Pakistan","PAK","2021","90","61.8666666666667","86.825","48.0083333333333","55","68.34","0.9","0.5","0.356","1","0.91","0.923166666666667","0.7405","0.706","0.833333333333333","0.732","0","0.355","1","0.55","1","0.5","1","1","1","1","0.5","0.048","0.933","0.321","0.476","0","0.356","1","1","0.9","0.76","1","0.8","1","0.889","0.875","0.9","0.875","1","1","0.814","0.6","0.812","0.667",,"1","0.5","1","1","0.33","1","1","0.33","0","0.355","1","1","0","1","0.5","1","1","0","0","1","0","1","Lower middle income","Middle East, North Africa, Afghanistan & Pakistan","1","239477801"
"Kenya","KEN","2021","90","60.6666666666667","76.6","48.075","65","68.0683333333333","0.9","0.5","0.32","1","0.6985","0.849","0.6165","0.869","1","0.534","0","0.389","1","0.65","-99","1","1","1","1","0.5","0.5","0","0.933","0.181","0.483","0","0.32","1","0.571","0.7","0.72","0.6","0.6","1","0.944","0.875","0.8","0.875","0.8","0.8","0.9","0.8","0.938","0.333",,"1","1","1","1","0","0","1","0.67","0","0.389","1","1","0","0.5","0.5","1","1","1","0.5","1","0",,"Lower middle income","Sub-Saharan Africa","1","53219166"
"Cabo Verde","CPV","2021","80","64.8","76.05","71.075","45","67.385","0.8","0.5","0.444","1","0.703166666666667","0.807333333333333","0.7835","0.769","1","0.466","1","0.377","1","0.45","1","0","1","1","1","1","0.5","0.5","0.75","0.464","0.507","0","0.444","1","0.714","0.6","0.88","0.6","0.8","0.625","0.944","0.75","0.6","0.75","0.8","1","0.9","0.6","0.938","0.667",,"1","1","1","0.33","0","1","0","1","1","0.377","1","0.5","0","0","0.5","1","1","0.5","0","1","0","1","Upper middle income","Sub-Saharan Africa","1","516649"
"Gambia, The","GMB","2021","80","66.0666666666667","89.3875","46.425","55","67.3758333333333","0.8","0.5","0.482","1","0.902333333333333","0.932333333333333","0.778","0.869","1","0.6","0","0.257","1","0.55","0","0.5","1","1","1","0.5","0.5","0.612","0.833","0.414","0.488","0.064","0.482","1","0.714","0.9","0.8","1","1","1","0.944","0.875","0.9","0.875","1","1","0.889","0.8","0.938","0.667",,"1","1","1","1","0","0.67","1","0.33","0","0.257","1","1","0.5","0.5","0.5","1","1","0","0","1","0","0","Low income","Sub-Saharan Africa","1","2576010"
"Qatar","QAT","2021","80","64.5333333333333","67.38125","59.4166666666667","65","67.26625","0.8","0.5","0.436","1","0.610666666666667","0.759666666666667","0.667","0.6125","0.666666666666667","0.668","1","0.042","1","0.65","1","0","1","1","1","1","0.5","0.569","0.867","0.207","0.505","0.033","0.436","1","0.714","0.4","0.8","0.6","0.4","0.75","0.833","0.5","0.8","0.625","0.8","1","0.667","0.6","0.625","0.667",,"1","0","1","0.67","0","1","0.67","1","1","0.042","1","0.5","0.5","0.5","0.5","1","1","0","0.5","1","1","1","High income","Middle East, North Africa, Afghanistan & Pakistan","1","2504910"
"Benin","BEN","2021","90","69.9","83.63125","42.4583333333333","50","67.1979166666667","0.9","0.5","0.597","1","0.8825","0.8115","0.8335","0.775","0.833333333333333","0.666","0","0.199","1","0.5","0","1","1","1","1","0.5","0.5","0.721","0.85","0.605","0.45","0.36","0.597","1","1","0.9","0.72","1","0.8","0.875","0.944","0.875","0.5","0.75","1","0.8","1","0.8","0.75","0.667",,"1","1","0.5","1","0.33","0.67","1","0.33","0","0.199","1","1","0.5","0.5","0.5","1","0","0","0.5","1","0","0","Lower middle income","Sub-Saharan Africa","1","13413417"
"Bolivia","BOL","2021","80","66.3666666666667","81.98125","62.4","45","67.1495833333333","0.8","0.5","0.491","1","0.775833333333333","0.882333333333333","0.778","0.806","1","0.734","0.5","0.262","0","0.45","0","1","0","1","1","1","0.5","0.74","0.681","0.452","0.583","0","0.491","1","1","0.7","0.88","0.6","0.6","0.875","0.944","0.875","0.8","0.875","0.8","1","0.889","0.8","0.812","0.667",,"1","1","1","1","0.33","1","0.67","0.67","0.5","0.262","0","0.5","0","0.5","0.5","1","1","0","0","1","0","0","Lower middle income","Latin America & Caribbean","1","11937360"
"Viet Nam","VNM","2021","100","67.9666666666667","77.25","50.3","40","67.1033333333333","1","0.5","0.539","1","0.8015","0.8565","0.5","0.706","1","0.666","0","0.346","1","0.4","-99","1","1","1","1","1","0.5","0.738","0.871","0.681","0.402","0","0.539","1","0.714","0.9","0.72","1","0.6","0.875","0.889","0.875","0.9","0.875","0.6","1","1","0.6","0.812","0",,"1","1","1","1","0","1","0.33","1","0","0.346","1","0.5","0","1","0.5","1","1","0","0","0","0",,"Lower middle income","East Asia & Pacific","1","98935098"
"Cote d'Ivoire","CIV","2021","80","64.1666666666667","79.1375","45.125","65","66.6858333333333","0.8","0.5","0.425","1","0.812833333333333","0.835666666666667","0.6165","0.769","1","0.666","0","0.139","1","0.65","0","1","1","1","1","0","0.5","0.34","0.867","0.414","0.457","0.048","0.425","1","0.857","0.7","0.72","1","0.6","1","0.889","0.875","0.7","0.75","0.8","1","0.9","0.6","0.938","0.333",,"1","1","1","1","0.33","1","0.67","0.33","0","0.139","1","1","0.5","0.5","0.5","1","1","1","0","1","0","0","Lower middle income","Sub-Saharan Africa","1","29639736"
"Kuwait","KWT","2021","80","65.1666666666667","66.24375","64.7666666666667","55","66.2354166666667","0.8","0.5","0.455","1","0.604","0.7805","0.6335","0.5125","0.666666666666667","0.734","1","0.19","1","0.55","1","0","1","1","1","1","0.5","0.619","0.917","0.248","0.49","0","0.455","1","0.714","0.6","0.76","0.6","0.2","0.75","0.833","0.5","0.8","0.75","0.8","1","0.6","0.4","0.625","0.667",,"1","0","1","0.67","1","1","0","1","1","0.19","1","0.5","0","0.5","0.5","1","1","0.5","0.5","1","0","1","High income","Middle East, North Africa, Afghanistan & Pakistan","1","4360865"
"Tonga","TON","2021","90","63.2","75.86875","56.85","45","66.18375","0.9","0.5","0.396","1","0.769833333333333","0.748166666666667","0.778","0.7375","1","0.334","0.5","0.44","1","0.45","1","0.5","1","1","1","1","0.5","0.114","0.843","0.352","0.44","0.229","0.396","1","0.714","0.8","0.68","1","0.8","0.625","0.889","0.75","0.5","0.75","0.8","0.8","0.889","0.6","0.875","0.667",,"1","1","1","0.67","0","0.33","0.67","0","0.5","0.44","1","0.5","0.5","0","0.5","1","1","0","0","1","0","1","Upper middle income","East Asia & Pacific","1","105490"
"Ghana","GHA","2021","66.6","61.5333333333333","88.83125","53.775","60","66.1479166666667","0.666","0.5","0.346","1","0.902333333333333","0.899","0.8335","0.869","1","0.868","0","0.283","0","0.6","-99","0.5","1","0.33","1","0.5","0.5","0.224","0.867","0.302","0.338","0","0.346","1","0.714","0.9","0.8","1","1","1","0.944","0.875","0.7","0.875","1","1","1","0.8","0.938","0.667",,"1","1","1","1","0.67","0.67","1","1","0","0.283","0","1","0.5","1","0.5","1","1","0","0","1","0",,"Lower middle income","Sub-Saharan Africa","1","32518665"
