"country","iso3c","date","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D3.13.CLMT","SPI.D3.NA","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI","income","region","weights","population"
"Benin","BEN","2009","20",,"53.66875",,,,"0.2",,,,"0.502666666666667","0.554166666666667","0.4165","0.7065","0.666666666666667","0.534","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0.5","0.286","0.75","0.444","0.286","0.75","0.933","0.273","0.286","0.5","0.333","1","0.833","0.556","0.857","0",,"1","0","1","0.67","0","0.33","1","0.67","0",,,,,,,,,,,,,,"Lower middle income","Sub-Saharan Africa","1","9509423"
"Bermuda","BMU","2009","0",,"16.81875",,,,"0",,,,"0.14","0.151166666666667","0.25","0.222",,,"0",,"-99",,"-99","0","0","0","0","0",,,,,,,,,"0","0","0.118","0.222","0","0.5","0.6","0.182","0.125","0","0","0","0.5","0.222","0.222","0",,,,,,,"0",,,"0",,,,,,,,,,,,,,"High income","North America","1","63565"
"Bhutan","BTN","2009","20",,"67.6875",,,,"0.2",,,,"0.694","0.597166666666667","1","0.5415","0.666666666666667","0.332","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"1","0.857","0.688","0.333","0.286","1","0.933","0.4","0.25","0.5","0.5","1","1","0.333","0.75","1",,"1","1","0","1","0","0.33","0","0.33","0",,,,,,,,,,,,,,"Lower middle income","South Asia","1","693988"
"Bolivia","BOL","2009","40",,"77.59375",,,,"0.4",,,,"0.731166666666667","0.782333333333333","1","0.667","0.333333333333333","0.6","0",,"-99",,"-99","1","1","0","0","0",,,,,,,,,"1","0.857","0.938","0.556","0.286","0.75","0.933","0.636","0.625","0.5","1","1","1","0.667","0.667","1",,"1","0","0","1","0.33","0","1","0.67","0",,,,,,,,,,,,,,"Lower middle income","Latin America & Caribbean","1","10016275"
"Bosnia and Herzegovina","BIH","2009","30",,"60.09375",,,,"0.3",,,,"0.664333333333333","0.522833333333333","0.5","0.746","0","0.666","0",,"-99",,"-99","0.5","1","0","0","0",,,,,,,,,"0.667","0.714","0.875","0.444","0.286","1","0.8","0.545","0.625","0.667","0","0.5","1","0.778","0.714","0",,"0","0","0","1","0","1","1","0.33","0",,,,,,,,,,,,,,"Upper middle income","Europe & Central Asia","1","3879794"
"Botswana","BWA","2009","30",,"61.80625",,,,"0.3",,,,"0.7075","0.588833333333333","0.5","0.5555","0.666666666666667","0.666","0",,"-99",,"-99","0.5","1","0","0","0",,,,,,,,,"0.667","0.875","0.75","0.667","0.286","1","0.933","0.6","0.5","0.5","0","1","1","0.444","0.667","0",,"1","1","0","0.67","1","0.33","1","0.33","0",,,,,,,,,,,,,,"Upper middle income","Sub-Saharan Africa","1","1990673"
"Brazil","BRA","2009","40",,"78.975",,,,"0.4",,,,"0.816333333333333","0.720833333333333","1","0.7065","0.666666666666667","0.866","0",,"-99",,"-99","1","1","0","0","0",,,,,,,,,"0.833","1","0.938","0.556","0.571","1","0.933","0.6","0.625","0.5","0.667","1","1","0.556","0.857","1",,"1","1","0","1","1","1","0.33","1","0",,,,,,,,,,,,,,"Upper middle income","Latin America & Caribbean","1","192079951"
"British Virgin Islands","VGB","2009","0",,"18.65625",,,,"0",,,,"0.116833333333333","0.263666666666667","0.25","0.101",,,"0",,"-99",,"-99","0","0","0","0","0",,,,,,,,,"0","0","0.118","0.333","0","0.25","0.4","0.182","0","0","0","1","0.5","0.111","0.091","0",,,,,,,,"0.33",,"0",,,,,,,,,,,,,,"High income","Latin America & Caribbean","1","27218"
"Brunei Darussalam","BRN","2009","20",,"36.30625",,,,"0.2",,,,"0.335333333333333","0.429166666666667","0.3335","0.2775","0.333333333333333","0.132","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0","0.429","0.75","0.333","0","0.5","1","0.2","0.125","0.25","0","1","0.667","0.333","0.222","0",,"1","0","0","0.33","0","0.33","0","0","0",,,,,,,,,,,,,,"High income","East Asia & Pacific","1","384952"
"Bulgaria","BGR","2009","40",,"61.30625",,,,"0.4",,,,"0.645833333333333","0.5285","0.8335","0.548","0.333333333333333","0.8","0",,"-99",,"-99","1","1","0","0","0",,,,,,,,,"0.833","0.75","0.812","0.444","0.286","0.75","0.6","0.5","0.571","0.25","0.75","0.5","0.667","0.667","0.429","1",,"1","0","0","1","0.67","1","0.33","1","0",,,,,,,,,,,,,,"High income","Europe & Central Asia","1","7444443"
"Burkina Faso","BFA","2009","30",,"69.1375",,,,"0.3",,,,"0.619166666666667","0.637166666666667","1","0.762","0.333333333333333","0.8","0",,"-99",,"-99","0.5","1","0","0","0",,,,,,,,,"0.833","0.714","0.688","0.444","0.286","0.75","0.8","0.273","0.25","0.5","1","1","1","0.667","0.857","1",,"1","0","0","1","1","0.33","1","0.67","0",,,,,,,,,,,,,,"Low income","Sub-Saharan Africa","1","15710066"
"Burundi","BDI","2009","30",,"50.38125",,,,"0.3",,,,"0.487","0.497166666666667","0.5","0.578","0.333333333333333","0.332","0",,"-99",,"-99","0.5","1","0","0","0",,,,,,,,,"0.5","0.571","0.625","0.333","0.143","0.75","0.933","0.3","0.25","0.5","0","1","1","0.556","0.6","0",,"1","0","0","0.33","0","0.33","0.67","0.33","0",,,,,,,,,,,,,,"Low income","Sub-Saharan Africa","1","8947646"
"Cabo Verde","CPV","2009","20",,"66.25",,,,"0.2",,,,"0.675333333333333","0.559666666666667","1","0.595","0.666666666666667","0.332","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"1","0.429","1","0.444","0.429","0.75","0.933","0.3","0.125","0.5","0.5","1","1","0.333","0.857","1",,"1","1","0","0.67","0","0.33","0.33","0.33","0",,,,,,,,,,,,,,"Upper middle income","Sub-Saharan Africa","1","506141"
"Cambodia","KHM","2009","20",,"70.0125",,,,"0.2",,,,"0.680333333333333","0.655","1","0.595","0.333333333333333","0.602","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"1","0.571","0.812","0.556","0.143","1","0.933","0.455","0.375","0.5","0.667","1","1","0.333","0.857","1",,"1","0","0","1","0","0.67","0.67","0.67","0",,,,,,,,,,,,,,"Lower middle income","East Asia & Pacific","1","14276810"
"Cameroon","CMR","2009","30",,"70.16875",,,,"0.3",,,,"0.618","0.734666666666667","1","0.5555","0.666666666666667","0.468","0",,"-99",,"-99","0.5","1","0","0","0",,,,,,,,,"1","0.571","0.688","0.556","0.143","0.75","0.933","0.6","0.375","0.5","1","1","1","0.444","0.667","1",,"1","0","1","0.67","0","0","1","0.67","0",,,,,,,,,,,,,,"Lower middle income","Sub-Saharan Africa","1","19113974"
"Canada","CAN","2009","40",,"49.9375",,,,"0.4","1",,,"0.526666666666667","0.474166666666667","0.5","0.4925","0.666666666666667","1","0",,"1",,"1","1","1","0","0","0","1",,,,,,,,"0.5","0.571","0.688","0.222","0.429","0.75","0.8","0.545","0.5","0.5","0","0.5","1","0.556","0.429","0",,"1","1","0","1","1","1","1","1","0",,"1",,,"1",,"1","1",,"1",,"1","1","High income","North America","1","33630069"
"Cayman Islands","CYM","2009","0",,"17.15",,,,"0",,,,"0.0885","0.231833333333333","0.25","0.161",,,"0",,"-99",,"-99","0","0","0","0","0",,,,,,,,,"0","0","0.059","0.222","0","0.25","0.8","0.091","0","0","0","0.5","0.5","0.222","0.1","0",,,,,,,"0","0.33",,"0",,,,,,,,,,,,,,"High income","Latin America & Caribbean","1","52618"
"Central African Republic","CAF","2009","20",,"47.75625",,,,"0.2",,,,"0.526833333333333","0.476333333333333","0.5","0.311","0.333333333333333","0.2","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0.5","0.667","0.625","0.333","0.286","0.75","0.933","0.3","0.125","0.5","0","1","1","0.222","0.4","0",,"1","0","0","0.33","0","0","0.67","0","0",,,,,,,,,,,,,,"Low income","Sub-Saharan Africa","1","4529047"
"Chad","TCD","2009","20",,"37.81875",,,,"0.2",,,,"0.3655","0.354166666666667","0.5","0.3665","0.333333333333333","0.266","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0.167","0.286","0.625","0.222","0.143","0.75","0.8","0.2","0.125","0.5","0","0.5","1","0.333","0.4","0",,"1","0","0","0.33","0","0","1","0","0",,,,,,,,,,,,,,"Low income","Sub-Saharan Africa","1","11893754"
"Channel Islands","CHI","2009","0",,,,,,"0",,,,,,,,,,"0",,"-99",,"-99","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,"High income","Europe & Central Asia","1","157511"
"Chile","CHL","2009","40",,"74.7375",,,,"0.4","1",,,"0.743666666666667","0.709666666666667","1","0.619","0.666666666666667","0.332","0",,"1",,"1","1","1","0","0","0","1",,,,,,,,"1","0.857","0.875","0.444","0.286","1","0.933","0.7","0.625","0.5","1","0.5","1","0.667","0.571","1",,"1","1","0","1","0","0","0.33","0.33","0",,"1",,,"1",,"1","1",,"1",,"1","1","High income","Latin America & Caribbean","1","17009731"
"China","CHN","2009","40",,"51.20625",,,,"0.4",,,,"0.549833333333333","0.469166666666667","0.5","0.5395","0.666666666666667","0.334","0",,"-99",,"-99","1","1","0","0","0",,,,,,,,,"0.5","0.714","0.688","0.111","0.286","1","0.8","0.182","0.5","0.5","0.333","0.5","1","0.222","0.857","0",,"1","1","0","1","0","0","0.67","0","0",,,,,,,,,,,,,,"Upper middle income","East Asia & Pacific","1","1331260000"
"Colombia","COL","2009","40",,"71.60625",,,,"0.4",,,,"0.707666666666667","0.6145","1","0.762","0.666666666666667","0.934","0",,"-99",,"-99","1","1","0","0","0",,,,,,,,,"0.833","0.571","1","0.556","0.286","1","0.933","0.545","0.375","0.667","0.667","0.5","1","0.667","0.857","1",,"1","1","0","1","0.67","1","1","1","0",,,,,,,,,,,,,,"Upper middle income","Latin America & Caribbean","1","44271541"
"Comoros","COM","2009","20",,"50.175",,,,"0.2",,,,"0.402333333333333","0.465333333333333","1","0.411","0.666666666666667","0.2","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0.333","0.167","0.688","0.333","0.143","0.75","0.8","0.2","0.125","0.5","0.667","0.5","1","0.222","0.6","1",,"1","1","0","0.33","0","0","0.67","0","0",,,,,,,,,,,,,,"Lower middle income","Sub-Saharan Africa","1","641947"
"Congo, Dem. Rep.","COD","2009","20",,"50.71875",,,,"0.2",,,,"0.524","0.481333333333333","0.5","0.5415","0","0.332","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0.333","0.5","0.688","0.444","0.429","0.75","0.933","0.455","0.5","0.5","0","0.5","1","0.333","0.75","0",,"0","0","0","0.33","0","0.33","0.67","0.33","0",,,,,,,,,,,,,,"Low income","Sub-Saharan Africa","1","66412044"
"Congo, Rep.","COG","2009","20",,"50.975",,,,"0.2",,,,"0.591833333333333","0.445333333333333","0.5","0.4665","0.333333333333333","0.332","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0.5","0.714","0.75","0.444","0.143","1","0.933","0.364","0.375","0.5","0","0.5","1","0.333","0.6","0",,"1","0","0","0.33","0","0.33","0.67","0.33","0",,,,,,,,,,,,,,"Lower middle income","Sub-Saharan Africa","1","4281219"
"Costa Rica","CRI","2009","40",,"71.85",,,,"0.4","1",,,"0.726333333333333","0.620833333333333","1","0.7065","0.333333333333333","0.266","0",,"1",,"1","1","1","0","0","0","1",,,,,,,,"0.833","0.857","0.938","0.444","0.286","1","0.933","0.5","0.625","0.5","0.667","0.5","1","0.556","0.857","1",,"1","0","0","1","0","0","0.33","0","0",,"1",,,"1",,"1","1",,"1",,"1","1","High income","Latin America & Caribbean","1","4499791"
"Cote d'Ivoire","CIV","2009","30",,"65.99375",,,,"0.3",,,,"0.664833333333333","0.526166666666667","1","0.7065","0.5","0.4","0",,"-99",,"-99","0.5","1","0","0","0",,,,,,,,,"1","0.714","0.688","0.444","0.143","1","0.933","0.182","0.375","0.5","0.667","0.5","1","0.556","0.857","1",,"0.5","1","0","0.67","0","0","1","0.33","0",,,,,,,,,,,,,,"Lower middle income","Sub-Saharan Africa","1","21997940"
"Croatia","HRV","2009","40",,"53.35625",,,,"0.4",,,,"0.668166666666667","0.429166666666667","0.5","0.4765","0.666666666666667","0.8","0",,"-99",,"-99","1","1","0","0","0",,,,,,,,,"0.667","0.625","0.875","0.556","0.286","1","0.8","0.4","0.625","0.5","0.25","0","1","0.667","0.286","0",,"1","1","0","1","0.67","1","0.33","1","0",,,,,,,,,,,,,,"High income","Europe & Central Asia","1","4305181"
"Cuba","CUB","2009","20",,"45.15",,,,"0.2",,,,"0.5105","0.410666666666667","0.5","0.3485",,,"0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0.167","0.429","0.875","0.556","0.286","0.75","0.6","0.364","0.5","0.5","0","0.5","1","0.333","0.364","0",,,,,,,,"0.67",,"0",,,,,,,,,,,,,,"Upper middle income","Latin America & Caribbean","1","11294719"
"Curacao","CUW","2009","0",,"14.54375",,,,"0",,,,"0.0416666666666667","0.244333333333333","0.25","0.0555",,,"0",,"-99",,"-99","0","0","0","0","0",,,,,,,,,"0","0","0","0","0","0.25","0.75","0.091","0.125","0","0","0.5","0.5","0.111","0","0",,,,,,,,,,"0",,,,,,,,,,,,,,"High income","Latin America & Caribbean","1","146833"
"Cyprus","CYP","2009","40",,"52.825",,,,"0.4",,,,"0.547666666666667","0.466666666666667","0.8335","0.3495","0.666666666666667","0.866","0",,"-99",,"-99","1","1","0","0","0",,,,,,,,,"0.667","0.5","0.75","0.333","0.286","0.75","0.8","0.5","0.5","0.5","0.5","0","0.667","0.556","0.143","1",,"1","1","0","1","1","1","0.33","1","0",,,,,,,,,,,,,,"High income","Europe & Central Asia","1","1109371"
"Czechia","CZE","2009","40",,"46.09375",,,,"0.4","1",,,"0.559166666666667","0.4","0.3335","0.4765","0.666666666666667","1","0",,"1",,"1","1","1","0","0","0","1",,,,,,,,"0.5","0.5","0.875","0.444","0.286","0.75","0.8","0.6","0.5","0.5","0","0","0.667","0.667","0.286","0",,"1","1","0","1","1","1","1","1","0",,"1",,,"1",,"1","1",,"1",,"1","1","High income","Europe & Central Asia","1","10443936"
"Denmark","DNK","2009","40",,"47.6375",,,,"0.4","1",,,"0.591166666666667","0.4","0.4165","0.421","0.666666666666667","0.866","0",,"1",,"1","1","1","0","0","0","1",,,,,,,,"0.5","0.5","0.812","0.556","0.429","0.75","0.8","0.6","0.5","0.5","0","0","0.833","0.556","0.286","0",,"1","1","0","1","1","1","0.33","1","0",,"1",,,"1",,"1","1",,"1",,"1","1","High income","Europe & Central Asia","1","5523095"
"Djibouti","DJI","2009","20",,"50.76875",,,,"0.2",,,,"0.431166666666667","0.459666666666667","0.8335","0.5555","0.333333333333333","0.2","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0.333","0.167","0.75","0.444","0.143","0.75","0.933","0.2","0.125","0.5","0.5","0.5","0.667","0.444","0.667","1",,"1","0","0","0.33","0","0","0.67","0","0",,,,,,,,,,,,,,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan","1","911527"
"Dominica","DMA","2009","0",,"51.5625",,,,"0",,,,"0.404","0.448666666666667","0.9165","0.6505","0.333333333333333","0.266","0",,"-99",,"-99","0","0","0","0","0",,,,,,,,,"0.5","0.286","0.412","0.333","0.143","0.75","0.867","0.2","0.125","0.5","0.5","0.5","0.833","0.444","0.857","1",,"1","0","0","1","0","0","0.33","0","0",,,,,,,,,,,,,,"Upper middle income","Latin America & Caribbean","1","68864"
"Dominican Republic","DOM","2009","40",,"60.1625",,,,"0.4",,,,"0.680666666666667","0.540166666666667","0.5","0.6505","0.333333333333333","0.6","0",,"-99",,"-99","1","1","0","0","0",,,,,,,,,"0.667","0.571","1","0.667","0.429","0.75","0.933","0.6","0.375","0.5","0.333","0.5","1","0.444","0.857","0",,"1","0","0","1","0","1","1","0","0",,,,,,,,,,,,,,"Upper middle income","Latin America & Caribbean","1","9695265"
"Ecuador","ECU","2009","40",,"76.5",,,,"0.4",,,,"0.809833333333333","0.693","1","0.6115","0.666666666666667","1","0",,"-99",,"-99","1","1","0","0","0",,,,,,,,,"1","0.857","0.938","0.778","0.286","1","0.933","0.6","0.625","0.5","1","0.5","1","0.556","0.667","1",,"1","1","0","1","1","1","1","1","0",,,,,,,,,,,,,,"Upper middle income","Latin America & Caribbean","1","14825954"
"Egypt, Arab Rep.","EGY","2009","40",,"72.15",,,,"0.4",,,,"0.717666666666667","0.6375","1","0.7065","0.666666666666667","0.6","0",,"-99",,"-99","1","1","0","0","0",,,,,,,,,"1","0.857","1","0.556","0.143","0.75","0.933","0.6","0.625","0.5","0.667","0.5","1","0.556","0.857","1",,"1","1","0","1","0","1","1","0","0",,,,,,,,,,,,,,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan","1","87501636"
"El Salvador","SLV","2009","40",,"73.7625",,,,"0.4",,,,"0.759333333333333","0.620333333333333","1","0.762","0.666666666666667","0.332","0",,"-99",,"-99","1","1","0","0","0",,,,,,,,,"1","0.714","1","0.556","0.286","1","0.933","0.455","0.5","0.667","0.667","0.5","1","0.667","0.857","1",,"1","1","0","1","0","0","0.33","0.33","0",,,,,,,,,,,,,,"Upper middle income","Latin America & Caribbean","1","6048279"
"Equatorial Guinea","GNQ","2009","20",,"38.8125",,,,"0.2",,,,"0.388333333333333","0.3875","0.5","0.2775","0.333333333333333","0.132","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0.333","0.333","0.438","0.333","0.143","0.75","1","0.2","0.125","0.5","0","0.5","1","0.222","0.333","0",,"1","0","0","0.33","0","0","0.33","0","0",,,,,,,,,,,,,,"Upper middle income","Sub-Saharan Africa","1","1135673"
"Eritrea","ERI","2009","0",,"38.98125",,,,"0",,,,"0.399833333333333","0.372","0.5","0.303","0","0.066","0",,"-99",,"-99","0","0","0","0","0",,,,,,,,,"0.167","0.333","0.562","0.444","0.143","0.75","0.8","0.182","0.25","0.5","0","0.5","1","0.333","0.273","0",,"0","0","0","0","0","0","0.33","0","0",,,,,,,,,,,,,,"Low income","Sub-Saharan Africa","1","2887885"
"Estonia","EST","2009","40",,"53.79375",,,,"0.4","1",,,"0.566166666666667","0.483333333333333","0.75","0.405","0.666666666666667","0.934","0",,"1",,"1","1","1","0","0","0","1",,,,,,,,"0.667","0.5","0.75","0.444","0.286","0.75","0.8","0.6","0.5","0.5","0.5","0","0.5","0.667","0.143","1",,"1","1","0","1","1","1","0.67","1","0",,"1",,,"1",,"1","1",,"1",,"1","1","High income","Europe & Central Asia","1","1334515"
"Eswatini","SWZ","2009","30",,"62.7125",,,,"0.3",,,,"0.722833333333333","0.454166666666667","1","0.486","0.666666666666667","0.334","0",,"-99",,"-99","0.5","1","0","0","0",,,,,,,,,"1","0.857","0.75","0.444","0.286","1","0.8","0.3","0.125","0.5","0.5","0.5","1","0.222","0.75","1",,"1","1","0","0.67","0","0","1","0","0",,,,,,,,,,,,,,"Lower middle income","Sub-Saharan Africa","1","1105153"
"Ethiopia","ETH","2009","30",,"65.36875",,,,"0.3",,,,"0.6425","0.5875","1","0.5395","0.666666666666667","1","0",,"-99",,"-99","0.5","1","0","0","0",,,,,,,,,"0.5","0.875","0.75","0.444","0.286","1","0.933","0.3","0.625","0.5","0.667","0.5","1","0.222","0.857","1",,"1","1","0","1","1","1","1","1","0",,,,,,,,,,,,,,"Not classified","Sub-Saharan Africa","1","88007636"
"Faroe Islands","FRO","2009","0",,"9.76875",,,,"0",,,,"0.0753333333333333","0.0666666666666667","0.25","0.1055",,,"0",,"-99",,"-99","0","0","0","0","0",,,,,,,,,"0","0.143","0.059","0","0","0.25","0.4","0","0","0","0","0","0.5","0.111","0.1","0",,,,,,,"0",,,"0",,,,,,,,,,,,,,"High income","Europe & Central Asia","1","48791"
"Fiji","FJI","2009","30",,"63.9875",,,,"0.3",,,,"0.620166666666667","0.5305","1","0.667","0.666666666666667","0.4","0",,"-99",,"-99","0.5","1","0","0","0",,,,,,,,,"1","0.429","0.812","0.444","0.286","0.75","0.933","0.5","0.25","0.5","0.5","0.5","1","0.667","0.667","1",,"1","1","0","1","0","0.67","0","0.33","0",,,,,,,,,,,,,,"Upper middle income","East Asia & Pacific","1","907239"
"Finland","FIN","2009","40",,"58.5125",,,,"0.4","1",,,"0.6125","0.474166666666667","1","0.421","0.666666666666667","0.666","0",,"1",,"1","1","1","0","0","0","1",,,,,,,,"0.833","0.5","0.75","0.556","0.286","0.75","0.8","0.545","0.5","0.5","0.5","0","1","0.556","0.286","1",,"1","1","0","1","0","1","0.33","1","0",,"1",,,"1",,"1","1",,"1",,"1","1","High income","Europe & Central Asia","1","5338871"
"France","FRA","2009","40",,"47.0875",,,,"0.4","1",,,"0.567333333333333","0.4","0.5","0.365","0.666666666666667","0.934","0",,"1",,"1","1","1","0","0","0","1",,,,,,,,"0.5","0.5","0.812","0.556","0.286","0.75","0.8","0.6","0.5","0.5","0","0","1","0.444","0.286","0",,"1","1","0","1","1","1","0.67","1","0",,"1",,,"1",,"1","1",,"1",,"1","1","High income","Europe & Central Asia","1","64706436"
"French Polynesia","PYF","2009","0",,"25.05",,,,"0",,,,"0.113","0.240166666666667","0.8335","0.111",,,"0",,"-99",,"-99","0","0","0","0","0",,,,,,,,,"0.167","0.143","0.118","0","0","0.25","0.6","0.091","0","0","0.25","0.5","0.667","0","0.222","1",,,,,,,,,,"0",,,,,,,,,,,,,,"High income","East Asia & Pacific","1","269481"
"Gabon","GAB","2009","20",,"43.80625",,,,"0.2",,,,"0.428","0.434666666666667","0.4165","0.5","0.333333333333333","0.132","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0.667","0.286","0.5","0.222","0.143","0.75","0.933","0.3","0.375","0.5","0","0.5","0.833","0.333","0.667","0",,"1","0","0","0.33","0","0","0.33","0","0",,,,,,,,,,,,,,"Upper middle income","Sub-Saharan Africa","1","1661556"
"Gambia, The","GMB","2009","20",,"56.4375",,,,"0.2",,,,"0.492833333333333","0.526166666666667","0.9165","0.5415","0.666666666666667","0.332","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0.333","0.571","0.688","0.222","0.143","1","0.933","0.182","0.375","0.5","0.667","0.5","0.833","0.333","0.75","1",,"1","1","0","0.33","0.33","0","1","0","0",,,,,,,,,,,,,,"Low income","Sub-Saharan Africa","1","1871422"
"Georgia","GEO","2009","40",,"61.46875",,,,"0.4",,,,"0.6935","0.525","0.5","0.762","0.666666666666667","0.666","0",,"-99",,"-99","1","1","0","0","0",,,,,,,,,"0.667","0.857","0.938","0.556","0.143","1","0.933","0.3","0.5","0.667","0.25","0.5","1","0.667","0.857","0",,"1","1","0","1","0","0.33","1","1","0",,,,,,,,,,,,,,"Upper middle income","Europe & Central Asia","1","3814419"
"Germany","DEU","2009","40",,"46.275",,,,"0.4","1",,,"0.536166666666667","0.390833333333333","0.5","0.421","0.333333333333333","0.934","0",,"1",,"1","1","1","0","0","0","1",,,,,,,,"0.5","0.375","0.75","0.556","0.286","0.75","0.8","0.545","0.5","0.5","0","0","1","0.556","0.286","0",,"0","1","0","1","1","1","0.67","1","0",,"1",,,"1",,"1","1",,"1",,"1","1","High income","Europe & Central Asia","1","81902307"
"Ghana","GHA","2009","30",,"57.31875",,,,"0.3",,,,"0.656833333333333","0.451","0.5","0.762","0.666666666666667","0.4","0",,"-99",,"-99","0.5","1","0","0","0",,,,,,,,,"0.667","0.571","0.688","0.444","0.571","1","0.933","0.273","0.5","0.5","0","0.5","1","0.667","0.857","0",,"1","0","1","1","0","0","1","0","0",,,,,,,,,,,,,,"Lower middle income","Sub-Saharan Africa","1","24862664"
"Gibraltar","GIB","2009","0",,"9.53125",,,,"0",,,,"0.120333333333333","0.0875","0.0835","0.0555",,,"0",,"-99",,"-99","0","0","0","0","0",,,,,,,,,"0","0","0","0.222","0","0.5","0.4","0","0.125","0","0","0","0.167","0.111","0","0",,,,,,,,,,"0",,,,,,,,,,,,,,"High income","Europe & Central Asia","1","30823"
"Greece","GRC","2009","40",,"47.325",,,,"0.4","1",,,"0.538333333333333","0.416666666666667","0.5","0.421","0.666666666666667","0.934","0",,"1",,"1","1","1","0","0","0","1",,,,,,,,"0.5","0.5","0.75","0.444","0.286","0.75","0.8","0.7","0.5","0.5","0","0","1","0.556","0.286","0",,"1","1","0","1","1","1","0.67","1","0",,"1",,,"1",,"1","1",,"1",,"1","1","High income","Europe & Central Asia","1","11107017"
"Greenland","GRL","2009","0",,"11.79375",,,,"0",,,,"0.103","0.0818333333333333","0.3335","0.0555",,,"0",,"-99",,"-99","0","0","0","0","0",,,,,,,,,"0","0","0.118","0","0","0.5","0.4","0.091","0","0","0","0","0.667","0.111","0","0",,,,,,,,,,"0",,,,,,,,,,,,,,"High income","Europe & Central Asia","1","56323"
"Grenada","GRD","2009","20",,"56.8875",,,,"0.2",,,,"0.490333333333333","0.4765","1","0.6505","0.333333333333333","0.132","0",,"-99",,"-99","0","1","0","0","0",,,,,,,,,"0.5","0.167","0.688","0.444","0.143","1","0.867","0.2","0.125","0.5","0.667","0.5","1","0.444","0.857","1",,"1","0","0","0.33","0","0","0.33","0","0",,,,,,,,,,,,,,"Upper middle income","Latin America & Caribbean","1","111254"
"Guam","GUM","2009","0",,"16.6875",,,,"0",,,,"0.103","0.225","0.25","0.101",,,"0",,"-99",,"-99","0","0","0","0","0",,,,,,,,,"0","0","0.118","0","0","0.5","0.6","0","0.25","0","0","0.5","0.5","0.111","0.091","0",,,,,,,,,,"0",,,,,,,,,,,,,,"High income","East Asia & Pacific","1","166173"
